0	0	1	12	1704	-86.9725	44.7632
0	0	1	13	1762	-76.1441	46.5757
0	0	1	14	1703	-96.4112	29.6058
0	0	1	15	1761	-79.3884	38.472
0	0	1	16	1702	-99.6982	31.702
0	0	1	17	1760	-76.1014	43.146
0	0	1	18	1701	-103.181	29.6053
0	0	1	19	1759	-1.63158	43.1457
0	0	1	20	1700	-106.468	31.7016
0	0	1	21	1758	-4.91859	38.4719
0	0	1	23	1699	-109.951	29.6061
0	0	1	24	1757	-11.6886	38.4719
0	0	1	25	1698	-113.238	31.7023
0	0	1	26	1756	-59.0786	38.4718
0	0	1	27	1697	-89.6412	49.916
0	0	1	28	1755	-52.3086	38.4718
0	0	1	29	1696	-82.871	49.9153
0	0	1	30	1754	-76.1014	49.916
0	0	1	31	1695	-92.9282	38.472
0	0	1	32	1753	-45.5386	38.4718
0	0	1	33	1694	-92.9282	45.2421
0	0	1	34	1752	-38.768	65.5517
0	0	1	35	1693	-87.3007	51.8427
0	0	1	36	1751	-76.6419	52.7241
0	0	1	37	1692	-96.4112	36.3759
0	0	1	38	1750	-45.5386	65.5518
0	0	1	39	1691	-99.6982	38.472
0	0	1	40	1749	-52.3086	65.5518
0	0	1	41	1690	-103.181	36.3753
0	0	1	42	1748	-55.7916	63.4556
0	0	1	43	1689	-106.468	38.4716
0	0	1	44	1747	-49.0216	63.4556
0	0	1	46	1688	-109.951	36.376
0	0	1	47	1746	-42.2516	63.4556
0	0	1	48	1687	-113.238	38.4723
0	0	1	49	1745	-15.1712	83.7652
0	0	1	50	1686	-89.6412	56.6859
0	0	1	51	1744	-18.4582	79.0915
0	0	1	52	1685	-82.871	56.6853
0	0	1	53	1743	-76.1014	56.6859
0	0	1	54	1684	-92.9282	52.012
0	0	1	55	1742	-21.9413	76.9959
0	0	1	57	1683	-96.4112	49.9158
0	0	1	58	1741	-59.0786	58.7818
0	0	1	59	1682	-87.2535	58.8202
0	0	1	60	1740	-77.1567	58.9348
0	0	1	61	1681	-96.4112	43.1458
0	0	1	62	1739	-25.2283	72.3221
0	0	1	63	1680	-99.6982	45.2421
0	0	1	64	1738	-28.7113	70.2259
0	0	1	65	1679	-103.181	43.1454
0	0	1	66	1737	-31.9983	65.5521
0	0	1	67	1678	-106.468	45.2416
0	0	0	0	1736	-35.481	63.4554
0	0	0	1	1677	-109.951	43.146
0	0	0	2	1735	-38.768	58.7816
0	0	0	3	1676	-89.6412	63.4559
0	0	0	4	1734	-45.5386	58.7818
0	0	0	5	1675	-82.871	63.4553
0	0	0	6	1733	-76.1014	63.4559
0	0	0	7	1674	-92.9282	58.782
0	0	0	8	1732	-52.3086	58.7818
0	0	0	9	1673	-96.4112	56.6858
0	0	0	10	1731	-42.2516	56.6856
0	0	0	12	1672	-84.3058	66.096
0	0	0	13	1730	-76.9548	65.904
0	0	0	14	1671	-99.6982	52.012
0	0	0	15	1729	-49.0216	56.6856
0	0	0	16	1670	-103.181	49.9153
0	0	0	17	1728	-55.7916	56.6856
0	0	0	18	1669	-106.468	52.0116
0	0	0	19	1727	-35.481	56.6854
0	0	0	20	1668	-99.6982	58.782
0	0	0	21	1726	-38.768	38.4717
0	0	0	23	1667	-103.181	56.6853
0	0	0	24	1725	-28.7113	90.5359
0	0	0	25	1666	-106.468	58.7816
0	0	0	26	1724	-35.481	83.7655
0	0	0	27	1665	-89.6412	70.226
0	0	0	28	1723	-42.2516	76.9955
0	0	0	29	1664	-82.871	70.2254
0	0	0	30	1722	-76.1014	70.226
0	0	0	31	1663	-92.9282	65.552
0	0	0	32	1721	-71.1726	82.6708
0	0	0	33	1662	-96.4112	63.4558
0	0	0	34	1720	-69.3314	90.5358
0	0	0	35	1661	-87.2605	72.3804
0	0	0	36	1719	-80.3691	72.2999
0	0	0	37	1660	-80.5713	33.3249
0	0	0	38	1718	-72.6183	85.862
0	0	0	39	1659	-82.871	36.3753
0	0	0	40	1717	-72.6183	92.632
0	0	0	41	1658	-89.6412	43.146
0	0	0	42	1716	-76.1014	83.7659
0	0	0	43	1657	-89.6412	36.3759
0	0	0	44	1715	-76.1014	90.5358
0	0	0	46	1656	-86.8973	33.2313
0	0	0	47	1714	-79.3884	85.862
0	0	0	48	1655	-89.6412	76.9959
0	0	0	49	1713	-86.158	85.8616
0	0	0	50	1654	-82.8687	76.9901
0	0	0	51	1712	-82.8459	81.9853
0	0	0	52	1653	-86.158	38.4716
0	0	0	53	1711	-76.1014	76.9958
0	0	0	54	1652	-82.8043	43.7174
0	0	0	55	1710	-31.9983	38.4722
0	0	0	57	1651	-84.1551	79.0517
0	0	0	58	1709	-80.2458	77.2166
0	0	0	59	1650	-103.181	63.4553
0	0	0	60	1708	-25.2283	38.4722
0	0	0	61	1649	-99.6982	65.552
0	0	0	62	1707	-18.4582	38.4714
0	0	0	63	1648	-96.4112	70.2258
0	0	0	64	1706	-8.40156	43.1457
0	0	0	65	1647	-92.9282	72.3221
